FamilyID	Amborella_trichopoda<1>	Hordeum_vulgare<2>	Secale_cereale<3>	Triticum_turgidum<4>	Aegilops_tauschii<5>	Triticum_aestivum<6>	Brachypodium_distachyon<7>	Sorghum_bicolor<8>	Zea_mays<9>	Setaria_viridis<10>	Setaria_italica<11>	Oropetium_thomaeum<12>	Ananas_comosus<13>	Musa_acuminata<14>	Calamus_simplicifolius<15>	Elaeis_guineensis<16>	Allium_sativum<17>	Asparagus_officinalis<18>	Zostera_marina<19>	Spirodela_polyrhiza<20>	Magnolia_biondii<21>	Ceratophyllum_demersum<22>	Aquilegia_oxysepala<23>	Papaver_somniferum<24>	Nelumbo_nucifera<25>	Trochodendron_aralioides<26>	Nicotiana_tabacum<27>	Capsicum_annuum<28>	Solanum_pennellii<29>	Solanum_lycopersicum<30>	Solanum_tuberosum<31>	Petunia_axillaris<32>	Coffea_canephora<33>	Striga_asiatica<34>	Avicennia_marina<35>	Utricularia_gibba<36>	Olea_europaea<37>	Helianthus_annuus<38>	Erigeron_canadensis<39>	Lactuca_sativa<40>	Daucus_carota<41>	Lonicera_japonica<42>	Davidia_involucrata<43>	Hydrangea_macrophylla<44>	Rhododendron_simsii<45>	Actinidia_chinensis<46>	Beta_vulgaris<47>	Chenopodium_quinoa<48>	Amaranthus_hybridus<49>	Simmondsia_chinensis<50>	Vitis_vinifera<51>	Punica_granatum<52>	Eucalyptus_grandis<53>	Cannabis_sativa<54>	Fragaria_vesca<55>	Rosa_chinensis<56>	Malus_domestica<57>	Prunus_persica<58>	Cucumis_melo<59>	Citrullus_lanatus<60>	Glycine_max<61>	Medicago_truncatula<62>	Trifolium_pratense<63>	Lotus_japonicus<64>	Arachis_hypogaea<65>	Carya_illinoinensis<66>	Carpinus_fangiana<67>	Manihot_esculenta<68>	Populus_trichocarpa<69>	Tripterygium_wilfordii<70>	Citrus_clementina<71>	Brassica_rapa<72>	Brassica_napus<73>	Brassica_oleracea<74>	Schrenkiella_parvula<75>	Eutrema_salsugineum<76>	Capsella_rubella<77>	Arabidopsis_lyrata<78>	Arabidopsis_thaliana<79>	Cardamine_hirsuta<80>	Aethionema_arabicum<81>	Tarenaya_hassleriana<82>	Carica_papaya<83>	Durio_zibethinus<84>	Gossypium_hirsutum<85>	Gossypium_raimondii<86>	<87>	<88>	<89>	<90>	<91>	<92>	<93>	<94>	<95>	<96>	<97>	<98>	<99>	<100>	<101>	<102>	<103>	<104>	<105>	<106>	<107>	<108>	<109>	<110>	<111>	<112>	<113>	<114>	<115>	<116>	<117>	<118>	<119>	<120>	<121>	<122>	<123>	<124>	<125>	<126>	<127>	<128>	<129>	<130>	<131>	<132>	<133>	<134>	<135>	<136>	<137>	<138>	<139>	<140>	<141>	<142>	<143>	<144>	<145>	<146>	<147>	<148>	<149>	<150>	<151>	<152>	<153>	<154>	<155>	<156>	<157>	<158>	<159>	<160>	<161>	<162>	<163>	<164>	<165>	<166>	<167>	<168>	<169>	<170>	<171>
205_fam	0.0562305	0.5	0.5	0.5	0.5	0.5	0.5	0.0199078	3.71785e-16	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.156291	0.066719	0.940327	0.119451	0.630988	0.0881778	0.0772975	0.704587	0.182082	0.00835535	0.637414	0.918064	0.674932	0.768478	0.287075	0.774971	0.552723	0.78414	0.649563	0.0136102	0.378854	0.175884	0.938437	0.590965	0.935343	0.296245	0.600131	0.345294	0.492277	0.680954	0.834743	0.68522	0.373061	0.481579	0.206154	0.296299	0.0804412	0.24993	0.369622	0.250791	6.01159e-06	0.276032	0.198861	0.0379931	0.0258579	0.924735	0.777153	0.676827	0.0848506	0.940514	0.82533	0.258909	1.40996e-07	0.568447	0.360223	0.389597	0.641269	0.18604	0.000252285	0.70312	0.467601	0.297687	0.00958864	0.266322	2.78573e-06	0.00232864	N/A	0.700838	1.3353e-07	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.0100294	0.372926	0.551624	0.282853	0.237207	0.564909	0.0447406	0.601008	0.530517	0.865283	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.500105	0.72812	0.887503	0.664355	0.825324	0.813286	0.773594	0.759	0.847611	0.656861	0.793533	0.536899	0.724111	0.821445	0.755282	0.809375	0.50855	0.630002	0.882472	0.760933	0.589496	0.651322	0.891134	0.544721	0.606569	0.687964	0.843034	0.876892	0.884027	0.853121	0.553671	0.632547	0.00578777	0.769713	0.496169	0.736065	0.712196	0.6601	0.768301	0.869662	0.724129	0.691611	0.314921	0.676686	0.788656	0.727023	0.770328	0.680431	0.0039472	0.0713887	0.791936	0.802545	0.261359	0.382069	0.101371
206_fam	0.950905	0.239779	0.204347	0.32028	0.0609405	1.06724e-05	0.911022	0.139329	3.98005e-05	0.533232	0.533232	0.440307	0.838611	0.00884945	0.552649	0.932317	0.115115	0.705476	0.614928	0.351357	0.113483	0.00134961	0.333927	0.412352	0.747601	0.33458	0.020256	0.255871	0.0664244	0.00871126	0.711552	0.203941	0.510257	0.807911	0.807911	0.813396	0.0328463	0.125781	0.319874	0.54115	0.598897	0.408622	0.222795	0.718361	0.702117	0.111465	0.900487	0.530333	0.906087	0.934089	0.844971	0.935068	0.935068	0.481579	0.706017	0.706017	0.050012	0.46165	0.881566	0.881566	3.05428e-07	0.424801	0.730465	0.170176	0.00302912	0.28764	0.460302	0.736836	0.00479085	0.323243	0.835987	0.830597	8.92442e-08	0.479068	0.642579	0.66352	0.585961	0.46052	0.0026451	0.656095	0.714947	0.35882	0.935541	0.804348	4.59748e-07	0.00155416	N/A	0.733645	0.763563	0.68703	0.611329	0.710323	0.673385	0.700859	0.876696	0.136583	0.0436508	0.651313	0.761979	0.319173	0.18997	0.654645	0.768268	0.909814	0.896114	0.484878	0.598889	0.611329	0.534132	0.640586	0.534132	0.525939	0.549877	0.605189	0.682811	0.678488	0.821246	0.761134	0.537174	0.708699	0.859145	0.371067	0.319531	0.252818	0.876427	0.700373	0.807503	0.908055	0.724111	0.833786	0.770546	0.822488	0.534567	0.301111	0.311459	0.716742	0.598889	0.664864	0.69995	0.549877	0.617313	0.702926	0.59401	0.876892	0.66351	0.853121	0.691313	0.645052	0.0158152	0.769713	0.496169	0.0655691	0.908771	0.674058	0.240915	0.209949	0.739646	0.706668	0.559982	0.656843	0.432796	0.689834	0.732711	0.6468	0.0435805	0.134782	0.755383	0.766872	0.760449	0.0387776	0.0410984
209_fam	0.091966	0.0207519	0.0406438	3.00827e-05	2.46145e-08	7.21465e-12	0.203253	0.00428175	3.2034e-14	0.0830992	0.554942	0.532603	0.277434	0.745481	0.0111972	0.726682	0.00130773	0.575724	0.636952	0.253448	0.0642724	0.431909	0.740755	0.467557	0.95164	0.248219	0.020256	0.602455	0.0564909	0.000593837	0.0368439	0.350543	0.510257	0.125698	0.0615717	0.189117	0.415584	0.566435	0.222231	0.102709	0.943147	0.619075	0.198019	0.94545	0.941885	0.218513	0.284456	0.0282123	0.413661	0.719715	0.666853	0.295151	0.570273	0.340814	0.755168	0.054269	0.0978375	0.142582	0.804348	0.804348	0.00109917	0.181356	0.256843	0.240384	0.219054	0.539452	0.193381	0.506065	0.0925408	0.834298	0.944841	0.587164	2.13825e-05	0.825961	0.32752	0.356839	0.256597	0.13973	0.0272038	0.891934	0.912085	0.264347	0.469737	0.919507	3.25188e-05	0.000989669	N/A	0.747526	0.777071	0.700373	0.621217	0.724099	0.240515	0.918186	0.142865	0.0626171	4.83528e-06	0.761853	0.811807	0.156106	0.0304343	0.722323	0.781662	0.167028	0.119741	0.508828	0.607936	0.621217	0.537703	0.881495	0.537703	0.528694	0.554942	0.614671	0.696041	0.691593	0.549476	0.761134	0.537174	0.708699	0.859145	0.849595	0.298271	0.790881	0.627685	0.672564	0.819371	0.583265	0.750536	0.844078	0.78388	0.833507	0.55694	0.669243	0.699297	0.778069	0.607936	0.275053	0.69995	0.549877	0.617313	0.702926	0.853772	0.884806	0.497468	0.863036	0.0512045	0.645052	0.159893	0.740583	0.777037	0.902746	0.729033	0.674058	0.783248	0.452129	0.739646	0.706668	0.559982	0.656843	0.771874	0.709552	0.752999	0.664355	0.0127779	0.055337	0.775285	0.78639	0.780198	0.52179	0.57525
211_fam	0.69751	0.5	0.5	0.5	0.5	0.5	0.5	0.0508371	1.17115e-09	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.167632	0.153022	0.471541	0.93576	0.836707	0.535722	0.0951463	0.635938	0.0226494	4.23969e-07	0.203929	0.314703	0.342431	0.571071	0.571071	0.813396	0.12237	0.210496	0.628919	0.405942	0.575153	0.688974	0.250657	0.938437	0.666716	0.345336	0.569957	0.305548	0.747858	0.680954	0.626882	0.930148	0.930148	0.449463	0.881126	0.881126	0.270679	0.711334	0.881566	0.656081	3.15715e-05	0.0967376	0.140849	0.716526	0.461585	0.539452	0.929968	0.62235	0.0821543	0.296019	0.607362	0.883592	2.58326e-09	0.0443959	0.414439	0.443215	0.661924	0.028783	0.000118686	0.55199	0.922693	0.787319	0.469737	0.64371	1.67775e-05	0.000386245	N/A	0.681422	1.40166e-06	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.0700858	0.372926	0.551624	0.282853	0.237207	0.564909	0.0383957	0.0514599	0.530517	0.618798	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.281005	0.761134	0.118786	0.732585	0.873385	0.865042	0.339373	0.790881	0.422525	0.700373	0.793533	0.902118	0.708723	0.821445	0.755282	0.809375	0.894715	0.630002	0.658313	0.740725	0.589496	0.651322	0.681421	0.544721	0.606569	0.687964	0.569981	0.621524	0.611036	0.825201	0.932334	0.632547	0.0113422	0.760796	0.796114	0.736065	0.90289	0.6601	0.218508	0.187566	0.724129	0.691611	0.825757	0.4612	0.802852	0.742546	0.243927	0.708699	0.000758428	0.10452	0.805982	0.81605	0.286286	0.102853	0.190278
213_fam	0.240395	0.0649231	0.59401	0.32028	0.00121016	1.06724e-05	0.921699	0.0595085	1.5058e-05	0.537703	0.537703	0.686141	0.734088	0.0182521	0.196858	0.939121	0.25909	0.820871	0.946126	0.839489	0.949447	0.0360103	0.503226	0.602685	0.948796	0.33458	0.00633751	0.300133	0.140597	0.000879096	0.432465	0.698166	0.826563	0.320244	0.927354	0.658232	0.268439	0.0233978	0.667157	0.803919	0.132429	0.378854	0.131787	0.718361	0.685889	0.0936185	0.569957	0.0940043	0.594547	0.805629	0.474753	0.68522	0.570273	0.481579	0.41627	0.559729	0.0804412	0.24993	0.870706	0.870706	3.76621e-06	0.370754	0.69796	0.197638	0.404275	0.777153	0.637953	0.824421	0.0483816	0.530815	0.370993	0.587164	4.84425e-07	0.537983	0.691278	0.389597	0.287877	0.163355	0.00630311	0.70312	0.754066	0.392764	0.469737	0.534635	1.38264e-07	0.000836598	N/A	0.733645	0.763563	0.68703	0.611329	0.710323	0.887567	0.904814	0.892823	0.73054	0.15731	0.651313	0.777096	0.346343	0.0801281	0.672061	0.219136	0.590183	0.896114	0.799598	0.598889	0.611329	0.534132	0.640586	0.534132	0.525939	0.549877	0.605189	0.682811	0.678488	0.821246	0.761134	0.118786	0.732585	0.873385	0.414184	0.3579	0.790881	0.627685	0.672564	0.807503	0.561881	0.737991	0.551716	0.770546	0.822488	0.901203	0.301111	0.658313	0.740725	0.598889	0.664864	0.69995	0.549877	0.617313	0.702926	0.59401	0.876892	0.884027	0.853121	0.475801	0.645052	0.325697	0.729113	0.424431	0.35344	0.422348	0.674058	0.783248	0.452129	0.739646	0.706668	0.559982	0.881326	0.788656	0.727023	0.770328	0.680431	0.0753043	0.055337	0.791936	0.802545	0.796643	0.123449	0.069168
214_fam	7.68109e-05	0.5	0.5	0.5	0.5	0.5	0.5	0.00393473	1.31124e-22	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.000143025	1.54518e-05	0.391105	4.83123e-06	0.836707	0.193036	0.00502283	0.753968	0.0023207	4.68494e-24	0.000537077	0.669799	0.483083	0.457712	0.915217	0.128489	0.182323	0.264775	0.667157	0.163038	0.939834	0.117122	0.700786	0.938437	0.439934	0.146298	0.569957	0.305548	0.914924	0.934089	0.626882	0.68522	0.808076	0.449463	0.901055	0.263387	0.539101	0.392103	0.835533	0.835533	2.30639e-15	0.125908	0.917331	0.0448587	0.0104279	0.509791	0.637953	0.223559	1.85e-08	0.834298	0.607362	0.240717	8.03692e-07	0.553935	0.691278	0.389597	0.316133	0.00961666	8.70173e-16	0.70312	0.467601	0.924079	0.935541	0.498404	1.17891e-05	0.00232864	N/A	0.718158	4.54045e-09	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.00143523	0.372926	0.551624	0.282853	0.237207	0.564909	0.589496	0.601008	0.530517	0.153939	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.243354	0.708699	0.859145	0.371067	0.00742693	0.776188	0.242864	0.639799	0.256268	0.561881	0.737991	0.833786	0.755282	0.809375	0.894715	0.630002	0.658313	0.740725	0.589496	0.651322	0.891134	0.544721	0.606569	0.687964	0.569981	0.867049	0.874933	0.564115	0.209232	0.632547	0.00079992	0.785538	0.159916	0.239577	0.712196	0.6601	0.218508	0.0332301	0.724129	0.691611	0.825757	0.881326	0.788656	0.727023	0.770328	0.680431	0.0182327	0.0632864	0.791936	0.271324	0.0297979	0.207544	0.171604
216_fam	0.950905	0.123048	0.430283	0.0230428	1.5384e-09	1.17027e-13	0.239167	0.797889	0.0787163	0.559096	0.559096	0.728479	0.951364	0.0899583	0.0288134	0.383687	0.000587063	0.437074	0.65562	0.848267	6.09594e-06	0.180934	0.333927	0.412352	0.479944	0.561611	0.000301275	0.5079	0.127259	2.52737e-06	0.413463	0.938209	0.510257	0.78418	0.523901	0.428006	0.12237	0.00852369	0.369973	0.582319	0.939834	0.408622	0.94226	0.718361	0.666716	0.795914	0.569957	0.305548	0.914924	0.460225	0.648547	0.935068	0.935068	0.310833	0.383697	0.263387	0.0970694	0.218342	0.890041	0.890041	8.17564e-10	0.370754	0.370754	0.121868	0.347639	0.792331	0.929968	0.545649	0.000138028	0.947306	0.629587	0.633412	1.40996e-07	0.568447	0.360223	0.389597	0.287877	0.20767	1.5058e-05	0.379025	0.467601	0.633843	0.687444	0.550077	3.03351e-06	0.00128202	N/A	0.733645	0.212686	0.140137	0.630692	0.736653	0.528762	0.355435	0.0794678	0.0346246	0.00694537	0.767136	0.811807	0.414184	0.272773	0.824296	0.258097	0.379317	0.136757	0.811857	0.598889	0.611329	0.534132	0.640586	0.534132	0.525939	0.549877	0.605189	0.682811	0.678488	0.821246	0.761134	0.118786	0.732585	0.873385	0.865042	0.339373	0.790881	0.627685	0.672564	0.807503	0.299453	0.750536	0.833786	0.770546	0.822488	0.708676	0.301111	0.658313	0.740725	0.598889	0.664864	0.69995	0.549877	0.617313	0.702926	0.59401	0.646065	0.874933	0.840822	0.936491	0.645052	0.159893	0.740583	0.444707	0.171323	0.729033	0.674058	0.240915	0.209949	0.739646	0.706668	0.559982	0.881326	0.788656	0.727023	0.770328	0.680431	0.00168307	0.200272	0.791936	0.802545	0.0626467	0.0866686	0.0347612
217_fam	0.0784092	0.0100251	0.0980223	0.512277	1.2234e-06	1.98867e-18	0.7882	0.000169856	6.56202e-06	0.550727	0.550727	0.0150357	0.412605	0.777932	0.5	0.5	0.802663	0.802663	0.414112	0.414112	0.0255426	0.0118405	0.131638	0.00985211	0.824262	0.337965	0.136047	0.373329	0.027284	1.26334e-09	0.203929	0.350543	0.932707	0.894308	0.894308	0.896665	0.925914	0.14699	0.220023	0.913649	0.666973	0.00585686	0.218134	0.363337	0.146298	0.666716	0.463017	0.0810725	0.285209	0.460225	0.707969	0.223677	0.133033	0.583669	0.907824	0.296299	0.91695	0.91695	0.856151	0.592613	0.0364676	0.676646	0.676646	0.14948	0.245016	0.0885367	0.680714	0.293093	0.0599811	0.727007	0.941176	0.258909	5.53476e-11	0.568447	0.360223	0.709612	0.882972	0.0226515	0.00151057	0.899477	0.255974	0.924079	0.130563	0.923381	8.09012e-06	0.000204793	N/A	0.700838	3.96981e-06	0.554957	0.528696	0.564834	0.00616201	0.00212569	0.00904385	0.0049663	0.0885546	0.756309	0.700483	0.220461	0.846584	0.0398049	0.143238	0.282853	0.382775	0.617466	0.579745	0.590233	0.52686	0.854217	0.52686	0.520354	0.539474	0.585042	0.653005	0.649072	0.792201	0.72812	0.0809892	0.708699	0.396167	0.393602	0.103784	0.410175	0.181828	0.601027	0.77695	0.689616	0.672591	0.806448	0.737728	0.793597	0.477874	0.859565	0.882472	0.760933	0.579745	0.0842554	0.227421	0.544721	0.606569	0.687964	0.843034	0.876892	0.884027	0.853121	0.447994	0.632547	0.907824	0.687964	0.724129	0.649768	0.539938	0.6601	0.218508	0.187566	0.724129	0.691611	0.825757	0.881326	0.788656	0.727023	0.770328	0.680431	0.0039472	0.0713887	0.791936	0.271324	0.810459	0.207544	0.339432
218_fam	0.243927	0.5	0.5	0.5	0.5	0.5	0.5	0.0199078	1.00781e-13	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.126456	0.12365	0.687977	0.175008	0.505546	0.26723	0.0453702	0.46682	0.00432951	5.10223e-07	0.392553	0.669799	0.483083	0.927354	0.78418	0.136075	0.0727335	0.104916	0.628919	0.515561	0.930998	0.666973	0.162235	0.804737	0.795914	0.0761868	0.600131	0.0810725	0.62394	0.934089	0.822189	0.923915	0.923915	0.926417	0.881126	0.881126	0.117831	0.711334	0.656081	0.881566	7.96608e-13	0.544755	0.399461	0.665474	0.0497558	0.304211	0.637953	0.832935	0.0110053	0.296019	0.82533	0.879535	1.5261e-10	0.0398095	0.414439	0.443215	0.679429	0.2282	0.000560566	0.432902	0.517953	0.798625	0.687444	0.657306	6.75511e-06	0.00364006	N/A	0.681422	1.40166e-06	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.0100294	0.372926	0.551624	0.282853	0.237207	0.564909	0.0383957	0.590233	0.52686	0.854217	0.52686	0.520354	0.539474	0.585042	0.653005	0.649072	0.253038	0.745717	0.243354	0.708699	0.859145	0.371067	0.319531	0.776188	0.859293	0.672564	0.77695	0.507242	0.708723	0.806448	0.737728	0.793597	0.477874	0.859565	0.882472	0.760933	0.579745	0.636804	0.659047	0.539474	0.59532	0.671567	0.541516	0.854404	0.611036	0.825201	0.784967	0.61928	0.113135	0.716599	0.7535	0.687102	0.895669	0.0906431	0.218508	0.187566	0.724129	0.691611	0.825757	0.195396	0.814955	0.756378	0.798078	0.708699	0.00190129	0.0961959	0.817929	0.827451	0.309475	0.0687371	0.20813
219_fam	0.741432	0.298286	0.59401	0.342099	0.0125345	1.9617e-09	0.916855	0.251276	0.00373319	0.537703	0.0568386	0.666979	0.828074	0.00884945	0.196858	0.402557	0.924401	0.163508	0.718657	0.351357	0.0687969	0.0126761	0.333927	0.412352	0.945384	0.372628	0.0634488	0.724172	0.209399	0.00232486	0.661055	0.92363	0.483083	0.443449	0.349329	0.282793	0.0481447	0.524446	0.78414	0.930415	0.378854	0.935867	0.397925	0.818078	0.931123	0.266035	0.909509	0.426855	0.914924	0.460225	0.240005	0.793959	0.930148	0.932477	0.681747	0.892488	0.0970694	0.91112	0.890041	0.678631	7.71975e-07	0.585916	0.743241	0.804345	0.257547	0.337502	0.432318	0.940822	0.0112276	0.265725	0.607362	0.633412	1.2663e-10	0.214652	0.388983	0.418138	0.316133	0.028783	0.00218799	0.407669	0.494602	0.245919	0.469737	0.929694	1.38264e-07	0.000836598	N/A	0.718158	0.748179	0.672564	0.601008	0.69518	0.879902	0.89862	0.475833	0.73054	0.0527375	0.662222	0.761979	0.319173	0.45487	0.928708	0.198175	0.307934	0.337634	0.785255	0.589496	0.601008	0.530517	0.865283	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.895438	0.680431	0.83894	0.827814	0.790311	0.229684	0.868691	0.68703	0.793533	0.536899	0.724111	0.821445	0.755282	0.809375	0.894715	0.630002	0.658313	0.740725	0.589496	0.651322	0.681421	0.544721	0.606569	0.687964	0.569981	0.867049	0.640019	0.840822	0.799658	0.632547	0.136791	0.729113	0.765902	0.898077	0.90289	0.6601	0.768301	0.164078	0.724129	0.691611	0.825757	0.4612	0.802852	0.742546	0.785215	0.695169	0.00575197	0.0795993	0.805982	0.81605	0.286286	0.0687371	0.069168
221_fam	0.136395	0.5	0.5	0.5	0.5	0.5	0.5	0.0199078	5.42634e-18	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.0133605	0.00250511	0.726223	0.29457	0.945384	0.730763	0.0352464	0.230966	0.301699	2.83119e-05	0.165346	0.6523	0.93747	0.921976	0.625219	0.924039	0.936816	0.125781	0.649563	0.792879	0.810524	0.810524	0.193739	0.700786	0.666716	0.546377	0.916527	0.0503727	0.146943	0.680954	0.834743	0.494008	0.0834811	0.481579	0.907824	0.296299	0.174061	0.46165	0.460262	0.656081	8.23553e-05	0.399461	0.544755	0.197638	0.0841003	0.509791	0.637953	0.937388	0.0257508	0.940514	0.712658	0.849988	2.83757e-07	0.520371	0.669533	0.689059	0.616447	0.163355	0.00034204	0.682142	0.912085	0.75754	0.809527	0.590601	0.00136059	0.00495604	N/A	0.700838	1.3353e-07	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.0100294	0.372926	0.551624	0.282853	0.237207	0.564909	0.0447406	0.601008	0.530517	0.411241	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.51125	0.695169	0.85	0.346343	0.0805098	0.776188	0.605239	0.656861	0.793533	0.536899	0.724111	0.821445	0.755282	0.809375	0.894715	0.630002	0.882472	0.760933	0.589496	0.651322	0.495379	0.544721	0.606569	0.687964	0.843034	0.876892	0.884027	0.853121	0.932334	0.632547	0.136791	0.729113	0.424431	0.687102	0.712196	0.6601	0.768301	0.424166	0.724129	0.691611	0.825757	0.656843	0.771874	0.709552	0.752999	0.664355	0.0127779	0.161971	0.775285	0.78639	0.234594	0.495792	0.905997
222_fam	0.286545	0.191489	0.150258	0.0673539	0.0422306	1.63888e-12	0.33319	0.0508371	1.17115e-09	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	0.156291	0.0502185	0.333927	0.264333	0.945384	0.535722	0.020256	0.442178	0.258838	0.000371387	0.144807	0.797344	0.696524	0.921976	0.493867	0.924039	0.580974	0.753989	0.917426	0.372135	0.175884	0.300808	0.397925	0.938437	0.571118	0.374877	0.624916	0.0282123	0.647875	0.818936	0.944665	0.808076	0.808076	0.695506	0.901055	0.383697	0.0644876	0.921791	0.0872521	0.340842	9.3589e-08	0.730465	0.909026	0.240384	0.298711	0.777153	0.924735	0.824421	0.0349182	0.504445	0.82533	0.604398	8.03692e-07	0.553935	0.709271	0.418138	0.661924	0.20767	0.000118686	0.905608	0.494602	0.787319	0.687444	0.919507	0.000422734	0.0013572	N/A	0.700838	1.3353e-07	0.528702	0.514669	0.534145	0.646918	0.683554	0.656794	0.539495	4.40039e-11	0.627584	0.555002	0.589766	0.0700858	0.372926	0.551624	0.282853	0.237207	0.564909	0.0447406	0.601008	0.530517	0.865283	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.243354	0.708699	0.606699	0.839709	0.275493	0.776188	0.605239	0.656861	0.793533	0.710134	0.691626	0.821445	0.755282	0.809375	0.50855	0.870123	0.890864	0.778069	0.589496	0.651322	0.891134	0.544721	0.606569	0.687964	0.843034	0.876892	0.66351	0.377949	0.799658	0.632547	0.0323309	0.751114	0.463303	0.397643	0.712196	0.6601	0.768301	0.164078	0.724129	0.691611	0.825757	0.4612	0.802852	0.742546	0.785215	0.695169	0.0920027	0.0632864	0.805982	0.81605	0.286286	0.382069	0.315808
224_fam	0.000332414	0.5	0.5	0.5	0.5	0.5	0.5	0.000808433	1.30117e-26	0.5	0.5	0.412146	0.774876	0.777932	0.5	0.5	0.5	0.5	0.773373	0.773373	3.51178e-06	6.77832e-12	0.207721	0.940327	0.630988	0.535722	0.0231486	0.442178	0.00317019	1.18451e-17	0.00793526	0.6523	0.696524	0.493867	0.921976	0.395531	0.100912	0.104916	0.628919	0.515561	0.688974	0.175884	0.938437	0.319578	0.808167	0.571118	0.214634	0.14255	0.914924	0.934089	0.834743	0.434176	0.338798	0.481579	0.126867	0.000359097	0.0644876	0.278603	0.835533	0.545553	3.16866e-17	0.754362	0.754362	0.00381741	0.273548	0.777153	0.399834	0.204555	1.76545e-07	0.530815	0.166007	0.0616583	2.58326e-09	0.861558	0.157827	0.182357	0.316133	0.00130744	5.82852e-18	0.379025	0.467601	0.773877	0.298493	0.31089	3.54973e-09	0.000836598	N/A	0.718158	4.54045e-09	0.528702	0.514669	0.534145	0.646918	0.264881	0.5	0.5	0.5	0.5	0.555002	0.589766	0.000205384	0.372926	0.551624	0.282853	0.237207	0.564909	0.589496	0.601008	0.530517	0.865283	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.51125	0.695169	0.85	0.839709	0.0690989	0.776188	0.605239	0.656861	0.793533	0.902118	0.708723	0.821445	0.755282	0.809375	0.50855	0.630002	0.658313	0.740725	0.589496	0.651322	0.681421	0.544721	0.606569	0.687964	0.843034	0.446665	0.497468	0.863036	0.209232	0.632547	0.00578777	0.769713	0.496169	0.434348	0.712196	0.6601	0.218508	0.112389	0.724129	0.691611	0.825757	0.881326	0.788656	0.727023	0.770328	0.680431	0.000260482	0.00141784	0.791936	0.271324	0.0744876	0.102853	0.0232888
226_fam	0.323273	0.323654	0.632387	0.362328	1.30095e-05	4.14905e-09	0.249319	0.226517	0.0401132	0.533232	0.533232	0.440307	0.942201	0.714073	0.527356	0.527356	0.376145	0.469415	0.828993	0.614928	0.198801	0.732342	0.944041	0.0158567	0.836707	0.535722	0.116414	0.581856	0.258838	0.000371387	0.680676	0.6523	0.93747	0.927354	0.927354	0.790281	0.813428	0.020131	0.369973	0.813366	0.408622	0.821946	0.489852	0.489852	0.171754	0.685889	0.624916	0.067262	0.175234	0.938764	0.834743	0.930148	0.793959	0.481579	0.469026	0.085442	0.0644876	0.278603	0.856151	0.856151	4.93936e-06	0.743241	0.913479	0.0528796	0.238357	0.637953	0.509791	0.937388	0.00490764	0.823566	0.941176	0.567607	1.61515e-07	0.142104	0.691278	0.709612	0.287877	0.18604	0.00151057	0.379025	0.917884	0.773877	0.687444	0.424461	0.000299676	0.00849576	N/A	0.718158	0.748179	0.672564	0.601008	0.69518	0.879902	0.89862	0.20873	0.188555	0.188115	0.672545	0.761979	0.827814	0.426938	0.924153	0.752961	0.904013	0.889199	0.785255	0.589496	0.601008	0.530517	0.411241	0.530517	0.523159	0.544721	0.595319	0.6685	0.664346	0.808055	0.745717	0.51125	0.695169	0.85	0.839709	0.275493	0.776188	0.859293	0.672564	0.256268	0.299453	0.750536	0.833786	0.755282	0.809375	0.50855	0.870123	0.890864	0.778069	0.589496	0.651322	0.681421	0.544721	0.606569	0.687964	0.843034	0.446665	0.497468	0.863036	0.447994	0.632547	0.0323309	0.751114	0.463303	0.714669	0.712196	0.6601	0.768301	0.424166	0.724129	0.691611	0.825757	0.881326	0.788656	0.727023	0.770328	0.680431	0.141303	0.148538	0.791936	0.802545	0.261359	0.769045	0.111668
